Month,ANZSCO_TITLE,GCCSA,Adzuna_count,ANZSCO_CODE,IVI_count
2015-06-01,Clerical and Administrative Workers,Rest of Qld,518,5,1617
2015-06-01,Clerical and Administrative Workers,Rest of SA,28,5,66.666
2015-06-01,Clerical and Administrative Workers,Rest of Tas.,55,5,76.333
2015-06-01,Clerical and Administrative Workers,Rest of Vic.,270,5,519.6659999999999
2015-06-01,Clerical and Administrative Workers,Rest of WA,101,5,231.001
2015-06-01,Sales Workers,Australian Capital Territory,182,6,282
2015-06-01,Sales Workers,Greater Adelaide,503,6,667.333
2015-06-01,Sales Workers,Greater Brisbane,437,6,1713
2015-06-01,Sales Workers,Greater Darwin,123,6,162.333
2015-06-01,Sales Workers,Greater Hobart,80,6,92.333
2015-06-01,Sales Workers,Greater Melbourne,2252,6,3665.667
2015-06-01,Sales Workers,Greater Perth,1050,6,1366.667
2015-06-01,Sales Workers,Greater Sydney,3899,6,4759.667
2015-06-01,Sales Workers,Rest of NSW,714,6,932.335
2015-06-01,Sales Workers,Rest of NT,20,6,29.667
2015-06-01,Sales Workers,Rest of Qld,625,6,1111.667
2015-06-01,Sales Workers,Rest of SA,67,6,63.333
2015-06-01,Sales Workers,Rest of Tas.,88,6,57.334
2015-06-01,Sales Workers,Rest of Vic.,265,6,379.666
2015-06-01,Sales Workers,Rest of WA,117,6,157.333
2015-06-01,Machinery Operators and Drivers,Australian Capital Territory,74,7,54.667
2015-06-01,Machinery Operators and Drivers,Greater Adelaide,227,7,306.333
2015-06-01,Machinery Operators and Drivers,Greater Brisbane,352,7,706
2015-06-01,Machinery Operators and Drivers,Greater Darwin,82,7,105
2015-06-01,Machinery Operators and Drivers,Greater Hobart,21,7,29.333
2015-06-01,Machinery Operators and Drivers,Greater Melbourne,1297,7,1431.333
2015-06-01,Machinery Operators and Drivers,Greater Perth,611,7,577
2015-06-01,Machinery Operators and Drivers,Greater Sydney,1800,7,1502.667
2015-06-01,Machinery Operators and Drivers,Rest of NSW,462,7,484.33299999999997
2015-06-01,Machinery Operators and Drivers,Rest of NT,7,7,12
2015-06-01,Machinery Operators and Drivers,Rest of Qld,295,7,598.667
2015-06-01,Machinery Operators and Drivers,Rest of SA,20,7,38.998999999999995
2015-06-01,Machinery Operators and Drivers,Rest of Tas.,39,7,33.333
2015-06-01,Machinery Operators and Drivers,Rest of Vic.,187,7,179
2015-06-01,Machinery Operators and Drivers,Rest of WA,107,7,224.667
2015-06-01,Labourers,Australian Capital Territory,96,8,154
2015-06-01,Labourers,Greater Adelaide,242,8,485
2015-06-01,Labourers,Greater Brisbane,325,8,973
2015-06-01,Labourers,Greater Darwin,79,8,120.333
2015-06-01,Labourers,Greater Hobart,21,8,60.667
2015-06-01,Labourers,Greater Melbourne,1061,8,1995
2015-06-01,Labourers,Greater Perth,700,8,727
2015-06-01,Labourers,Greater Sydney,1688,8,1887
2015-06-01,Labourers,Rest of NSW,580,8,1148.334
2015-06-01,Labourers,Rest of NT,15,8,23.667
2015-06-01,Labourers,Rest of Qld,448,8,1117.001
2015-06-01,Labourers,Rest of SA,81,8,137.333
2015-06-01,Labourers,Rest of Tas.,37,8,91.667
2015-06-01,Labourers,Rest of Vic.,214,8,514.335
2015-06-01,Labourers,Rest of WA,187,8,272
2015-07-01,Managers,Australian Capital Territory,356,1,602.667
2015-07-01,Managers,Greater Adelaide,378,1,724.333
2015-07-01,Managers,Greater Brisbane,218,1,2294.333
2015-07-01,Managers,Greater Darwin,89,1,199
2015-07-01,Managers,Greater Hobart,43,1,95.667
2015-07-01,Managers,Greater Melbourne,2948,1,5233
2015-07-01,Managers,Greater Perth,813,1,1656.333
2015-07-01,Managers,Greater Sydney,4805,1,8347.333
2015-07-01,Managers,Rest of NSW,662,1,812.667
2015-07-01,Managers,Rest of NT,12,1,43.667
2015-07-01,Managers,Rest of Qld,393,1,936.334
2015-07-01,Managers,Rest of SA,43,1,53
2015-07-01,Managers,Rest of Tas.,36,1,48.333
2015-07-01,Managers,Rest of Vic.,244,1,370.334
2015-07-01,Managers,Rest of WA,131,1,204.667
2015-07-01,Professionals,Australian Capital Territory,859,2,1833.333
2015-07-01,Professionals,Greater Adelaide,902,2,1317.333
2015-07-01,Professionals,Greater Brisbane,577,2,5123.667
2015-07-01,Professionals,Greater Darwin,222,2,367.333
2015-07-01,Professionals,Greater Hobart,188,2,172.333
2015-07-01,Professionals,Greater Melbourne,6358,2,10424.667
2015-07-01,Professionals,Greater Perth,1745,2,3214
2015-07-01,Professionals,Greater Sydney,10411,2,15888
2015-07-01,Professionals,Rest of NSW,1805,2,2005
2015-07-01,Professionals,Rest of NT,45,2,123
2015-07-01,Professionals,Rest of Qld,1180,2,2289.001
2015-07-01,Professionals,Rest of SA,61,2,116.666
2015-07-01,Professionals,Rest of Tas.,177,2,127.667
2015-07-01,Professionals,Rest of Vic.,650,2,1000.6659999999999
2015-07-01,Professionals,Rest of WA,235,2,496.666
2015-07-01,Technicians and Trades Workers,Australian Capital Territory,248,3,362.333
2015-07-01,Technicians and Trades Workers,Greater Adelaide,300,3,746.333
2015-07-01,Technicians and Trades Workers,Greater Brisbane,448,3,2350.667
2015-07-01,Technicians and Trades Workers,Greater Darwin,96,3,310.333
2015-07-01,Technicians and Trades Workers,Greater Hobart,47,3,110
2015-07-01,Technicians and Trades Workers,Greater Melbourne,1677,3,3958.333
2015-07-01,Technicians and Trades Workers,Greater Perth,1103,3,1935.333
2015-07-01,Technicians and Trades Workers,Greater Sydney,2771,3,5275
2015-07-01,Technicians and Trades Workers,Rest of NSW,1004,3,1281
2015-07-01,Technicians and Trades Workers,Rest of NT,10,3,62.333
2015-07-01,Technicians and Trades Workers,Rest of Qld,486,3,1820.333
2015-07-01,Technicians and Trades Workers,Rest of SA,85,3,91
2015-07-01,Technicians and Trades Workers,Rest of Tas.,57,3,89.333
2015-07-01,Technicians and Trades Workers,Rest of Vic.,325,3,508.66700000000003
2015-07-01,Technicians and Trades Workers,Rest of WA,240,3,638.3330000000001
2015-07-01,Community and Personal Service Workers,Australian Capital Territory,218,4,319.667
2015-07-01,Community and Personal Service Workers,Greater Adelaide,282,4,523.333
2015-07-01,Community and Personal Service Workers,Greater Brisbane,686,4,1459.333
2015-07-01,Community and Personal Service Workers,Greater Darwin,90,4,159.333
2015-07-01,Community and Personal Service Workers,Greater Hobart,57,4,141.667
2015-07-01,Community and Personal Service Workers,Greater Melbourne,2269,4,2709.333
2015-07-01,Community and Personal Service Workers,Greater Perth,1090,4,1029.333
2015-07-01,Community and Personal Service Workers,Greater Sydney,3249,4,3263
2015-07-01,Community and Personal Service Workers,Rest of NSW,948,4,922.6659999999999
2015-07-01,Community and Personal Service Workers,Rest of NT,16,4,59.667
2015-07-01,Community and Personal Service Workers,Rest of Qld,651,4,1127.334
2015-07-01,Community and Personal Service Workers,Rest of SA,63,4,47.667
2015-07-01,Community and Personal Service Workers,Rest of Tas.,62,4,58.334
2015-07-01,Community and Personal Service Workers,Rest of Vic.,331,4,449.66700000000003
2015-07-01,Community and Personal Service Workers,Rest of WA,177,4,181.334
2015-07-01,Clerical and Administrative Workers,Australian Capital Territory,334,5,831.333
2015-07-01,Clerical and Administrative Workers,Greater Adelaide,370,5,955.333
2015-07-01,Clerical and Administrative Workers,Greater Brisbane,338,5,3277
2015-07-01,Clerical and Administrative Workers,Greater Darwin,94,5,271
2015-07-01,Clerical and Administrative Workers,Greater Hobart,55,5,121.333
2015-07-01,Clerical and Administrative Workers,Greater Melbourne,2935,5,6876
2015-07-01,Clerical and Administrative Workers,Greater Perth,854,5,2373.333
2015-07-01,Clerical and Administrative Workers,Greater Sydney,4789,5,10581.667
2015-07-01,Clerical and Administrative Workers,Rest of NSW,725,5,1257.001
2015-07-01,Clerical and Administrative Workers,Rest of NT,14,5,54.667
2015-07-01,Clerical and Administrative Workers,Rest of Qld,480,5,1671.666
2015-07-01,Clerical and Administrative Workers,Rest of SA,48,5,67.666
2015-07-01,Clerical and Administrative Workers,Rest of Tas.,76,5,73
2015-07-01,Clerical and Administrative Workers,Rest of Vic.,234,5,528.3340000000001
2015-07-01,Clerical and Administrative Workers,Rest of WA,105,5,261.666
2015-07-01,Sales Workers,Australian Capital Territory,146,6,277.333
2015-07-01,Sales Workers,Greater Adelaide,383,6,645
2015-07-01,Sales Workers,Greater Brisbane,361,6,1793
2015-07-01,Sales Workers,Greater Darwin,67,6,157.333
2015-07-01,Sales Workers,Greater Hobart,56,6,92.667
2015-07-01,Sales Workers,Greater Melbourne,2049,6,3814
2015-07-01,Sales Workers,Greater Perth,819,6,1394
2015-07-01,Sales Workers,Greater Sydney,3326,6,5086.667
2015-07-01,Sales Workers,Rest of NSW,655,6,945.667
2015-07-01,Sales Workers,Rest of NT,12,6,27.667
2015-07-01,Sales Workers,Rest of Qld,525,6,1133
2015-07-01,Sales Workers,Rest of SA,77,6,65
2015-07-01,Sales Workers,Rest of Tas.,44,6,55
2015-07-01,Sales Workers,Rest of Vic.,239,6,365.66700000000003
2015-07-01,Sales Workers,Rest of WA,125,6,158.333
2015-07-01,Machinery Operators and Drivers,Australian Capital Territory,59,7,51
2015-07-01,Machinery Operators and Drivers,Greater Adelaide,210,7,277
2015-07-01,Machinery Operators and Drivers,Greater Brisbane,322,7,755.333
2015-07-01,Machinery Operators and Drivers,Greater Darwin,54,7,113.333
2015-07-01,Machinery Operators and Drivers,Greater Hobart,33,7,27
2015-07-01,Machinery Operators and Drivers,Greater Melbourne,1138,7,1382.667
2015-07-01,Machinery Operators and Drivers,Greater Perth,460,7,581.667
2015-07-01,Machinery Operators and Drivers,Greater Sydney,1891,7,1628.333
2015-07-01,Machinery Operators and Drivers,Rest of NSW,561,7,453.668
2015-07-01,Machinery Operators and Drivers,Rest of NT,6,7,11.667
2015-07-01,Machinery Operators and Drivers,Rest of Qld,278,7,596
2015-07-01,Machinery Operators and Drivers,Rest of SA,51,7,33.333
2015-07-01,Machinery Operators and Drivers,Rest of Tas.,48,7,29
2015-07-01,Machinery Operators and Drivers,Rest of Vic.,190,7,159
2015-07-01,Machinery Operators and Drivers,Rest of WA,90,7,226
2015-07-01,Labourers,Australian Capital Territory,114,8,186.667
2015-07-01,Labourers,Greater Adelaide,184,8,438
2015-07-01,Labourers,Greater Brisbane,293,8,988
2015-07-01,Labourers,Greater Darwin,57,8,125.667
2015-07-01,Labourers,Greater Hobart,21,8,55.333
2015-07-01,Labourers,Greater Melbourne,1431,8,1965
2015-07-01,Labourers,Greater Perth,517,8,733.667
2015-07-01,Labourers,Greater Sydney,1413,8,1981.667
2015-07-01,Labourers,Rest of NSW,682,8,1008.3330000000001
2015-07-01,Labourers,Rest of NT,13,8,22
2015-07-01,Labourers,Rest of Qld,401,8,1033.333
2015-07-01,Labourers,Rest of SA,88,8,110.334
2015-07-01,Labourers,Rest of Tas.,37,8,73.334
2015-07-01,Labourers,Rest of Vic.,291,8,421.66700000000003
2015-07-01,Labourers,Rest of WA,202,8,277.334
2015-08-01,Managers,Australian Capital Territory,331,1,594.667
2015-08-01,Managers,Greater Adelaide,307,1,716
2015-08-01,Managers,Greater Brisbane,189,1,2343.333
2015-08-01,Managers,Greater Darwin,100,1,188
2015-08-01,Managers,Greater Hobart,46,1,93
2015-08-01,Managers,Greater Melbourne,2571,1,5232.667
2015-08-01,Managers,Greater Perth,837,1,1676
2015-08-01,Managers,Greater Sydney,4599,1,8439.667
2015-08-01,Managers,Rest of NSW,602,1,812.333
2015-08-01,Managers,Rest of NT,34,1,46.333
2015-08-01,Managers,Rest of Qld,398,1,958.333
2015-08-01,Managers,Rest of SA,50,1,47.667
2015-08-01,Managers,Rest of Tas.,38,1,48.333
2015-08-01,Managers,Rest of Vic.,299,1,379.33299999999997
2015-08-01,Managers,Rest of WA,110,1,214
2015-08-01,Professionals,Australian Capital Territory,888,2,1862.667
2015-08-01,Professionals,Greater Adelaide,777,2,1348
2015-08-01,Professionals,Greater Brisbane,536,2,5134.667
2015-08-01,Professionals,Greater Darwin,194,2,365
2015-08-01,Professionals,Greater Hobart,177,2,185.333
2015-08-01,Professionals,Greater Melbourne,5839,2,10443.333
2015-08-01,Professionals,Greater Perth,1620,2,3251.667
2015-08-01,Professionals,Greater Sydney,9607,2,15935.333
2015-08-01,Professionals,Rest of NSW,1820,2,2049.334
2015-08-01,Professionals,Rest of NT,84,2,133.667
2015-08-01,Professionals,Rest of Qld,1156,2,2431.333
2015-08-01,Professionals,Rest of SA,72,2,105.667
2015-08-01,Professionals,Rest of Tas.,231,2,132
2015-08-01,Professionals,Rest of Vic.,688,2,1044
2015-08-01,Professionals,Rest of WA,272,2,519.333
2015-08-01,Technicians and Trades Workers,Australian Capital Territory,257,3,381.333
2015-08-01,Technicians and Trades Workers,Greater Adelaide,360,3,755
2015-08-01,Technicians and Trades Workers,Greater Brisbane,539,3,2412.667
2015-08-01,Technicians and Trades Workers,Greater Darwin,96,3,318
2015-08-01,Technicians and Trades Workers,Greater Hobart,53,3,122.333
2015-08-01,Technicians and Trades Workers,Greater Melbourne,2153,3,4033.333
2015-08-01,Technicians and Trades Workers,Greater Perth,1446,3,1950
2015-08-01,Technicians and Trades Workers,Greater Sydney,3203,3,5336
2015-08-01,Technicians and Trades Workers,Rest of NSW,1013,3,1235.333
2015-08-01,Technicians and Trades Workers,Rest of NT,19,3,65
2015-08-01,Technicians and Trades Workers,Rest of Qld,658,3,1779.666
2015-08-01,Technicians and Trades Workers,Rest of SA,71,3,83.667
2015-08-01,Technicians and Trades Workers,Rest of Tas.,77,3,80.667
2015-08-01,Technicians and Trades Workers,Rest of Vic.,393,3,499.66700000000003
2015-08-01,Technicians and Trades Workers,Rest of WA,270,3,714.667
2015-08-01,Community and Personal Service Workers,Australian Capital Territory,229,4,313.667
2015-08-01,Community and Personal Service Workers,Greater Adelaide,320,4,535.667
2015-08-01,Community and Personal Service Workers,Greater Brisbane,592,4,1486.333
2015-08-01,Community and Personal Service Workers,Greater Darwin,94,4,144.333
2015-08-01,Community and Personal Service Workers,Greater Hobart,44,4,134.667
2015-08-01,Community and Personal Service Workers,Greater Melbourne,2506,4,2668.333
2015-08-01,Community and Personal Service Workers,Greater Perth,1064,4,1066.333
2015-08-01,Community and Personal Service Workers,Greater Sydney,3547,4,3292.333
2015-08-01,Community and Personal Service Workers,Rest of NSW,930,4,911.001
2015-08-01,Community and Personal Service Workers,Rest of NT,21,4,63.333
2015-08-01,Community and Personal Service Workers,Rest of Qld,625,4,1175.667
2015-08-01,Community and Personal Service Workers,Rest of SA,39,4,36.333
2015-08-01,Community and Personal Service Workers,Rest of Tas.,59,4,52
2015-08-01,Community and Personal Service Workers,Rest of Vic.,351,4,500.33299999999997
2015-08-01,Community and Personal Service Workers,Rest of WA,163,4,180.333
2015-08-01,Clerical and Administrative Workers,Australian Capital Territory,241,5,843.333
2015-08-01,Clerical and Administrative Workers,Greater Adelaide,251,5,944.667
2015-08-01,Clerical and Administrative Workers,Greater Brisbane,273,5,3351.667
2015-08-01,Clerical and Administrative Workers,Greater Darwin,65,5,279.333
2015-08-01,Clerical and Administrative Workers,Greater Hobart,36,5,120.333
2015-08-01,Clerical and Administrative Workers,Greater Melbourne,2225,5,6850.667
2015-08-01,Clerical and Administrative Workers,Greater Perth,665,5,2368.667
2015-08-01,Clerical and Administrative Workers,Greater Sydney,3687,5,10697.333
2015-08-01,Clerical and Administrative Workers,Rest of NSW,439,5,1266
2015-08-01,Clerical and Administrative Workers,Rest of NT,18,5,61
2015-08-01,Clerical and Administrative Workers,Rest of Qld,409,5,1677.001
2015-08-01,Clerical and Administrative Workers,Rest of SA,43,5,65
2015-08-01,Clerical and Administrative Workers,Rest of Tas.,35,5,68
2015-08-01,Clerical and Administrative Workers,Rest of Vic.,203,5,507
2015-08-01,Clerical and Administrative Workers,Rest of WA,70,5,261.66700000000003
2015-08-01,Sales Workers,Australian Capital Territory,166,6,282.333
2015-08-01,Sales Workers,Greater Adelaide,499,6,630.667
2015-08-01,Sales Workers,Greater Brisbane,407,6,1897
2015-08-01,Sales Workers,Greater Darwin,103,6,140
2015-08-01,Sales Workers,Greater Hobart,60,6,91.667
2015-08-01,Sales Workers,Greater Melbourne,2137,6,3898.667
2015-08-01,Sales Workers,Greater Perth,960,6,1431.667
2015-08-01,Sales Workers,Greater Sydney,3656,6,5317.667
2015-08-01,Sales Workers,Rest of NSW,739,6,919.6659999999999
2015-08-01,Sales Workers,Rest of NT,28,6,25
2015-08-01,Sales Workers,Rest of Qld,697,6,1187.999
2015-08-01,Sales Workers,Rest of SA,102,6,58.334
2015-08-01,Sales Workers,Rest of Tas.,66,6,48.667
2015-08-01,Sales Workers,Rest of Vic.,359,6,370.66700000000003
2015-08-01,Sales Workers,Rest of WA,122,6,162
2015-08-01,Machinery Operators and Drivers,Australian Capital Territory,69,7,49.667
2015-08-01,Machinery Operators and Drivers,Greater Adelaide,245,7,246
2015-08-01,Machinery Operators and Drivers,Greater Brisbane,428,7,744.667
2015-08-01,Machinery Operators and Drivers,Greater Darwin,100,7,118
2015-08-01,Machinery Operators and Drivers,Greater Hobart,22,7,25.333
2015-08-01,Machinery Operators and Drivers,Greater Melbourne,1582,7,1385
2015-08-01,Machinery Operators and Drivers,Greater Perth,598,7,575
2015-08-01,Machinery Operators and Drivers,Greater Sydney,2106,7,1778.333
2015-08-01,Machinery Operators and Drivers,Rest of NSW,551,7,424.666
2015-08-01,Machinery Operators and Drivers,Rest of NT,5,7,13.333
2015-08-01,Machinery Operators and Drivers,Rest of Qld,297,7,566.333
2015-08-01,Machinery Operators and Drivers,Rest of SA,56,7,25.667
2015-08-01,Machinery Operators and Drivers,Rest of Tas.,50,7,25.333
2015-08-01,Machinery Operators and Drivers,Rest of Vic.,238,7,153.334
2015-08-01,Machinery Operators and Drivers,Rest of WA,140,7,243.001
2015-08-01,Labourers,Australian Capital Territory,141,8,183
2015-08-01,Labourers,Greater Adelaide,310,8,381.333
2015-08-01,Labourers,Greater Brisbane,431,8,942.667
2015-08-01,Labourers,Greater Darwin,108,8,129.667
2015-08-01,Labourers,Greater Hobart,38,8,53.333
2015-08-01,Labourers,Greater Melbourne,1374,8,1918.667
2015-08-01,Labourers,Greater Perth,730,8,715.333
2015-08-01,Labourers,Greater Sydney,1867,8,2024
2015-08-01,Labourers,Rest of NSW,766,8,868.3340000000001
2015-08-01,Labourers,Rest of NT,26,8,23.667
2015-08-01,Labourers,Rest of Qld,612,8,937.6669999999999
2015-08-01,Labourers,Rest of SA,116,8,82.333
2015-08-01,Labourers,Rest of Tas.,56,8,56.667
2015-08-01,Labourers,Rest of Vic.,290,8,355.334
